Company,Ticker,PE,EPS,ROE,DebtEquity,RevenueGrowth
Sterling Tools Limited,STERTOOLS.NS,20.71161,13.35,0.09632,31.577,-0.268
STL Networks Limited,STLNETWORK.NS,,,,95.632,-0.353
Sterlite Technologies Limited,STLTECH.NS,686.73334,0.15,0.0028,93.525,-0.268
Stove Kraft Limited,STOVEKRAFT.NS,42.039333,13.73,0.09545,52.576,0.134
Studds Accessories Limited,STUDDS.NS,29.99435,17.7,,1.813,0.075
Seshaasai Technologies Limited,STYL.NS,21.18808,12.92,,26.355,-0.108
Stylam Industries Limited,STYLAMIND.NS,29.81564,74.31,0.18911,,0.113
Baazar Style Retail Limited,STYLEBAAZA.NS,25.970505,10.51,0.18542999,190.823,0.71
Styrenix Performance Materials Limited,STYRENIX.NS,17.354488,114.08,0.19559999,44.082,0.223
Subex Limited,SUBEXLTD.NS,,-0.1,-0.01602,9.203,-0.071
Subros Limited,SUBROS.NS,34.803246,24.65,0.14789,6.954,0.062
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS,139.0842,6.77,0.029260002,64.493,2.43
Sudeep Pharma Limited,SUDEEPPHRM.NS,50.774876,12.26,,19.321,0.093
Sukhjit Starch & Chemicals Limited,SUKHJITS.NS,23.276943,7.33,0.04236,74.457,-0.151
Sula Vineyards Limited,SULA.NS,39.154907,5.81,0.08846,70.713,-0.012
Sumeet Industries Limited,SUMEETINDS.NS,0.6105604,49.43,7.21817,48.264,0.113
Sumitomo Chemical India Limited,SUMICHEM.NS,42.46783,10.88,0.18354,1.82,-0.059
Sumit Woods Limited,SUMIT.NS,30.78509,2.28,0.0673,32.611,-0.72
Summit Securities Limited,SUMMITSEC.NS,21.20228,92.99,0.0090499995,,0.122
Sundaram Clayton Limited,SUNCLAY.NS,,-6.07,,186.6,-0.118
Sundaram Multi Pap Limited,SUNDARAM.NS,,-0.07,-0.03951,30.884,0.085
Sundaram Finance Limited,SUNDARMFIN.NS,28.789555,178.86,0.14267999,377.039,0.146
Sundaram Brake Linings Limited,SUNDRMBRAK.NS,,-3.64,-0.01501,40.966,-0.063
Sundram Fasteners Limited,SUNDRMFAST.NS,35.33738,26.38,0.14374,18.193,0.024
Sundrop Brands Limited,SUNDROP.NS,,-41.22,-0.11101,0.931,0.86
Sunflag Iron And Steel Company Limited,SUNFLAG.NS,23.679499,11.17,0.026029998,6.787,0.124
Sun Pharmaceutical Industries Limited,SUNPHARMA.NS,39.438076,43.6,0.14216,6.675,0.089
Sunteck Realty Limited,SUNTECK.NS,33.74687,11.97,0.053979997,15.744,0.493
Sun TV Network Limited,SUNTV.NS,13.929875,41.07,0.13670999,1.183,0.391
Superhouse Limited,SUPERHOUSE.NS,28.104248,5.18,0.012,39.038,0.044
Super Spinning Mills Limited,SUPERSPIN.NS,,-0.32,-0.028110001,37.26,-0.001
Suprajit Engineering Limited,SUPRAJIT.NS,40.96038,11.61,0.12116,67.961,0.129
Supreme Holdings & Hospitality (India) Limited,SUPREME.NS,99.68,0.75,0.00524,1.06,-0.996
Supreme Engineering Limited,SUPREMEENG.NS,,-4.7,,,1.199
Supreme Industries Limited,SUPREMEIND.NS,49.042557,66.74,0.15379,5.629,0.053
Supreme Infrastructure India Limited,SUPREMEINF.NS,0.13403279,651.93,,421.539,0.325
Supriya Lifescience Limited,SUPRIYA.NS,32.542973,22.69,0.18351,0.484,0.203
Suraj Estate Developers Limited,SURAJEST.NS,14.352347,16.83,0.12118,57.442,0.333
Suraj Limited,SURAJLTD.NS,95.68093,2.57,0.034730002,32.135,-0.114
Suraksha Diagnostic Limited,SURAKSHA.NS,44.128666,6.14,0.14621,51.3,0.157
Surana Solar Limited,SURANASOL.NS,677.5,0.04,0.00291,0.246,-0.82
Surana Telecom and Power Limited,SURANAT&P.NS,12.69697,1.65,0.13567,3.738,2.11
Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS,19.696245,2.93,0.020499999,96.321,-0.005
Surya Roshni Limited,SURYAROSNI.NS,17.732403,15.06,0.13726,4.928,0.207
Suryoday Small Finance Bank Limited,SURYODAY.NS,23.41109,6.13,0.033299997,,0.063
Sutlej Textiles and Industries Limited,SUTLEJTEX.NS,,-5.51,-0.10151,97.692,-0.064
Suven Life Sciences Limited,SUVEN.NS,,-9.6,-0.89414,,-0.643
Suvidhaa Infoserve Limited,SUVIDHAA.NS,,-0.71,-0.36733,3.774,-0.708
Suyog Telematics Limited,SUYOG.NS,23.93515,24.98,0.09454001,62.308,0.161
Suzlon Energy Limited,SUZLON.NS,23.030304,2.31,0.50545,5.051,0.847
Shree Vasu Logistics Limited,SVLL.NS,184.69658,3.79,0.12564999,570.803,0.618
SVP GLOBAL TEXTILES LIMITED,SVPGLOB.NS,,-71.95,,,
SWAN CORP LIMITED,SWANCORP.NS,33.255154,14.07,0.06622,28.231,0.103
Swaraj Engines Limited,SWARAJENG.NS,24.714727,145.65,0.48243,0.574,0.086
Swelect Energy Systems Limited,SWELECTES.NS,27.227703,23.32,0.03945,72.499,-0.297
Swiggy Limited,SWIGGY.NS,,-17.96,-0.49398,25.426,0.544
Sterling and Wilson Renewable Energy Limited,SWSOLAR.NS,,-15.88,-0.51939,266.51,0.697
Symphony Limited,SYMPHONY.NS,44.356335,19.42,0.17647,0.639,-0.483
Syncom Formulations (India) Limited,SYNCOMF.NS,22.215385,0.65,0.18222,0.184,0.19
Syngene International Limited,SYNGENE.NS,56.33821,11.62,0.10256,12.283,0.022
Syrma SGS Technology Limited,SYRMA.NS,65.69012,11.23,0.10467,11.483,0.376
Systematix Corporate Services Limited,SYSTMTXC.NS,43.98555,3.46,0.1879,6.278,0.534
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM.NS,25.382278,7.9,0.04611,,0.088
Taj GVK Hotels & Resorts Limited,TAJGVK.NS,20.904669,20.56,0.20389,11.957,-0.002
Take Solutions Limited,TAKE.NS,254.06667,0.15,0.37965,,
Talbros Automotive Components Limited,TALBROAUTO.NS,17.844717,15.52,0.14993,12.625,-0.01
Tanla Platforms Limited,TANLA.NS,15.1261215,35.68,0.21937999,2.572,0.078
Tara Chand InfraLogistic Solutions Limited,TARACHAND.NS,22.93586,3.43,,96.243,0.169
Tarapur Transformers Limited,TARAPUR.NS,29.575758,0.99,,3604.419,
TARC Limited,TARC.NS,,-3.23,-0.08396,181.338,0.593
Transformers And Rectifiers (India) Limited,TARIL.NS,34.562874,8.35,0.20504999,26.723,-0.003
Tarmat Limited,TARMAT.NS,47.71559,1.09,0.017719999,6.468,0.456
Tarsons Products Limited,TARSONS.NS,59.479378,3.88,0.03316,63.182,0.031
Tasty Bite Eatables Limited,TASTYBITE.NS,64.76832,121.07,0.10207,20.737,-0.151
Tata Capital Limited,TATACAP.NS,33.990963,9.96,0.13136,567.967,0.011
Tata Chemicals Limited,TATACHEM.NS,95.85427,7.96,0.016449999,32.125,-0.031
Tata Communications Limited,TATACOMM.NS,35.332935,50.31,0.61891997,467.533,0.058
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.NS,85.19565,13.8,0.064840004,11.869,0.178
Tata Elxsi Limited,TATAELXSI.NS,49.63341,107.75,0.25846002,6.257,-0.039
Tata Investment Corporation Limited,TATAINVEST.NS,112.807014,6.27,0.01026,,0.082
Tata Power Company Limited,TATAPOWER.NS,29.932964,12.68,0.11721,156.16,-0.01
Tata Steel Limited,TATASTEEL.NS,31.088234,5.44,0.071729995,99.699,0.089
Tata Technologies Limited,TATATECH.NS,38.277775,17.1,0.20447001,6.918,0.021
Tatva Chintan Pharma Chem Limited,TATVA.NS,172.67107,7.6,0.02377,11.004,0.479
TBO Tek Limited,TBOTEK.NS,76.1828,22.32,0.19449,51.855,0.259
Tribhovandas Bhimji Zaveri Limited,TBZ.NS,11.683797,14.01,0.14214,118.113,0.213
Transport Corporation of India Limited,TCI.NS,18.969,56.45,0.19636999,10.416,0.075
TCI Express Limited,TCIEXP.NS,27.20347,21.33,0.10544,1.735,-0.01
TCI Finance Limited,TCIFINANCE.NS,,-1.12,,,-0.91
TCPL Packaging Limited,TCPLPACK.NS,21.998566,139.45,0.20468001,103.305,-0.005
Tata Consultancy Services Limited,TCS.NS,23.987127,136.74,0.47355998,10.173,0.024
TD Power Systems Limited,TDPOWERSYS.NS,53.268364,13.34,0.24018,3.717,0.477
Team India Guaranty Limited,TEAMGTY.NS,102.56229,2.81,0.05307,,0.598
Teamlease Services Limited,TEAMLEASE.NS,22.29131,69.96,0.13012,13.1,0.084
Tech Mahindra Limited,TECHM.NS,31.876236,50.58,0.16267,6.992,0.051
Techno Electric & Engineering Company Limited,TECHNOE.NS,28.23407,38.45,0.12051,1.573,0.911
TECIL Chemicals and Hydro Power Limited,TECILCHEM.NS,,-0.19,,,
Tega Industries Limited,TEGA.NS,54.716663,35.47,0.17339,20.696,0.147
Tejas Networks Limited,TEJASNET.NS,,-23.23,-0.11564,129.357,-0.907
Tembo Global Industries Limited,TEMBO.NS,16.816458,42.17,0.43355,98.882,0.498
Tenneco Clean Air India Limited,TENNIND.NS,36.549896,14.13,,2.447,0.096
Tera Software Limited,TERASOFT.NS,30.64759,13.28,0.13261,21.66,1.819
Texmaco Infrastructure & Holdings Limited,TEXINFRA.NS,,-0.08,-0.00034000003,2.014,0.094
Texmo Pipes and Products Limited,TEXMOPIPES.NS,7.4806805,6.47,0.082779996,28.688,-0.015
Texmaco Rail & Engineering Limited,TEXRAIL.NS,26.734734,5.24,0.07436,31.207,-0.065
Tourism Finance Corporation of India Limited,TFCILTD.NS,26.286884,2.44,0.093030006,82.375,0.12
Transwarranty Finance Limited,TFL.NS,,-1.38,-0.20444,101.481,-0.478
TGB Banquets And Hotels Limited,TGBHOTELS.NS,14.582089,0.67,0.02633,24.265,-0.0
Thangamayil Jewellery Limited,THANGAMAYL.NS,52.26947,61.38,0.21837,96.321,0.447
The Investment Trust Of India Limited,THEINVEST.NS,28.85646,4.18,0.03757,66.682,-0.381
Thejo Engineering Limited,THEJO.NS,38.027447,48.82,0.16969,11.289,0.147
Leela Palaces Hotels & Resorts Limited,THELEELA.NS,56.454548,7.7,,27.671,0.121
Themis Medicare Limited,THEMISMED.NS,,-2.93,-0.06813,25.148,-0.333
Thermax Limited,THERMAX.NS,57.042225,52.81,0.121829994,35.784,-0.053
Thomas Cook  (India)  Limited,THOMASCOOK.NS,26.356089,5.42,0.115509994,21.708,0.035
Thomas Scott (India) Limited,THOMASCOTT.NS,24.9403,13.4,0.17629999,21.124,0.4
Thyrocare Technologies Limited,THYROCARE.NS,57.425182,8.02,0.24735,4.621,0.221
Tilaknagar Industries Limited,TI.NS,33.40844,13.98,0.19912,2.445,0.062
Twamev Construction and Infrastructure Limited,TICL.NS,6.168865,3.79,,111.574,0.521
Tiger Logistics (India) Limited,TIGERLOGS.NS,13.868913,2.67,0.20456,32.359,0.053
Technocraft Industries (India) Limited,TIIL.NS,19.561897,113.9,0.14816,43.315,0.196
Tube Investments of India Limited,TIINDIA.NS,80.14792,32.45,0.11186,27.724,0.125
Tijaria Polypipes Limited,TIJARIA.NS,,-1.99,,,1.236
TIL Limited,TIL.NS,,-1.18,,379.131,0.157
Time Technoplast Limited,TIMETECHNO.NS,19.872707,9.27,0.14594,21.955,0.103
Timken India Limited,TIMKEN.NS,49.453823,60.42,0.16996999,0.55,0.027
Tinna Rubber and Infrastructure Limited,TINNARUBR.NS,31.484344,25.23,0.20377001,38.443,0.016
Tips Films Limited,TIPSFILMS.NS,,-103.28,-0.76641,453.425,137.719
Tips Music Limited,TIPSMUSIC.NS,38.824398,13.61,0.76181,1.065,0.107
Thirumalai Chemicals Limited,TIRUMALCHM.NS,,-14.3,-0.10898,136.102,-0.152
Tirupati Forge Limited,TIRUPATIFL.NS,73.695656,0.46,0.06142,21.318,0.229
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH.NS,61.78596,14.53,0.07995,25.09,-0.244
Titan Company Limited,TITAN.NS,85.81255,46.52,0.36639,223.018,0.288
Tamilnad Mercantile Bank Limited,TMB.NS,6.583648,76.69,0.1359,,0.035
Tata Motors Limited,TMCV.NS,6.5562325,62.33,,,
Tata Motors Passenger Vehicles Limited,TMPV.NS,11.522158,31.14,0.0995,56.134,-0.287
Tamilnadu PetroProducts Limited,TNPETRO.NS,8.670275,12.01,0.11704001,33.127,0.017
Tamil Nadu Newsprint & Papers Limited,TNPL.NS,,-2.9,-0.0095999995,90.413,0.214
Tamilnadu Telecommunication Limited,TNTELE.NS,,-3.65,,,
Tokyo Plast International Limited,TOKYOPLAST.NS,82.90298,1.34,0.02052,58.69,0.142
Tolins Tyres Limited,TOLINS.NS,12.880929,10.33,0.11399999,4.609,-0.14
Torrent Pharmaceuticals Limited,TORNTPHARM.NS,60.32243,63.27,0.26832,33.4,0.143
Torrent Power Limited,TORNTPOWER.NS,21.722118,59.81,0.18314,53.715,0.098
Total Transport Systems Limited,TOTAL.NS,10.656945,7.2,0.17184,43.322,-0.13
Touchwood Entertainment Limited,TOUCHWOOD.NS,18.671404,5.63,0.15889,9.449,0.427
Teamo Productions HQ Limited,TPHQ.NS,77.0,0.01,0.01192,,-0.649
TPL Plastech Limited,TPLPLASTEH.NS,19.877245,3.34,0.18235001,14.357,0.201
Tracxn Technologies Limited,TRACXN.NS,,-1.0,-0.17141001,,-0.007
Transrail Lighting Limited,TRANSRAILL.NS,18.98889,31.5,0.24808,39.105,0.41
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD.NS,,-2.87,-0.0081,38.162,-0.214
Travel Food Services Limited,TRAVELFOOD.NS,39.819725,29.4,,23.659,-0.289
Tree House Education & Accessories Limited,TREEHOUSE.NS,,-3.79,-0.08071,,-0.493
TREJHARA SOLUTIONS LIMITED,TREJHARA.NS,93.568634,2.55,0.02191,4.025,4.349
Transindia Real Estate Limited,TREL.NS,11.786885,2.44,0.04883,,0.006
Trent Limited,TRENT.NS,94.24455,45.47,0.2938,37.79,0.159
TRF Limited,TRF.NS,28.49138,10.44,0.14801,143.707,-0.317
Trident Limited,TRIDENT.NS,31.255812,0.86,0.09979,34.742,0.043
Trigyn Technologies Limited,TRIGYN.NS,54.8595,1.21,0.0050700004,0.885,0.164
Triveni Turbine Limited,TRITURBINE.NS,50.491196,10.79,0.2864,2.946,0.01
Triveni Engineering & Industries Limited,TRIVENI.NS,33.5373,11.93,0.08538,24.554,0.144
TruCap Finance Limited,TRU.NS,,-8.85,-0.6233,301.695,
TruAlt Bioenergy Limited,TRUALT.NS,23.549707,17.1,,110.289,-0.704
TSF INVESTMENTS LIMITED,TSFINV.NS,22.101038,21.18,0.08189999,4.579,7.374
TTK Healthcare Limited,TTKHLTCARE.NS,22.124441,46.93,0.0624,2.472,0.026
TTK Prestige Limited,TTKPRESTIG.NS,78.61007,7.95,0.05519,9.993,0.112
T T Limited,TTL.NS,,-3.14,-0.02437,58.218,-0.159
Tata Teleservices (Maharashtra) Limited,TTML.NS,,-6.48,,,-0.167
TVS Electronics Limited,TVSELECT.NS,,-1.74,-0.03462,68.722,0.219
TVS Holdings Limited,TVSHLTD.NS,19.921677,707.32,0.30378,315.772,0.25
TVS Motor Company Limited,TVSMOTOR.NS,66.09859,54.98,0.31233,346.085,0.238
TVS Supply Chain Solutions Limited,TVSSCS.NS,84.80315,1.27,0.03092,112.34,0.06
TVS Srichakra Limited,TVSSRICHAK.NS,114.33426,35.9,0.02461,68.917,0.101
TV Today Network Limited,TVTODAY.NS,30.10191,4.71,0.03199,1.895,-0.093
TV Vision Limited,TVVISION.NS,,-7.65,,,-0.529
United Breweries Limited,UBL.NS,116.49211,13.94,0.08547,17.864,-0.03
UCAL LIMITED,UCAL.NS,,-11.18,-0.069180004,87.154,-0.008
UCO Bank,UCOBANK.NS,13.898058,2.06,0.08405,,0.01
Updater Services Limited,UDS.NS,11.508225,17.02,0.11913,4.984,0.073
United Foodbrands Limited,UFBL.NS,,-13.91,-0.15022,242.354,-0.003
UFLEX Limited,UFLEX.NS,8.964114,54.06,0.05258,120.69,-0.01
UFO Moviez India Limited,UFO.NS,11.418133,7.39,0.09613,29.853,0.15
The Ugar Sugar Works Limited,UGARSUGAR.NS,48.885056,0.87,0.05849,256.285,0.736
Ugro Capital Limited,UGROCAP.NS,11.857636,14.47,0.07035,331.546,0.276
Ujjivan Small Finance Bank Limited,UJJIVANSFB.NS,24.780373,2.14,0.06832,,-0.057
UltraTech Cement Limited,ULTRACEMCO.NS,47.5143,248.22,0.10519,33.192,0.254
Uma Exports Limited,UMAEXPORTS.NS,,-1.17,-0.02026,95.923,0.078
Usha Martin Education & Solutions Limited,UMESLTD.NS,34.2,0.15,0.027379999,2.889,0.203
UMIYA BUILDCON LIMITED,UMIYA-MRO.NS,4.0537434,21.77,0.41774,100.012,0.592
Unichem Laboratories Limited,UNICHEMLAB.NS,35.595524,12.51,0.03659,20.616,0.253
United Drilling Tools Limited,UNIDT.NS,26.802404,7.49,0.05763,11.201,0.138
Unicommerce Esolutions Limited,UNIECOM.NS,68.44643,1.68,0.15158,5.913,0.753
Uniphos Enterprises Limited,UNIENTER.NS,52.38828,2.73,0.0069999998,,-0.199
Uniinfo Telecom Services Limited,UNIINFO.NS,,-0.19,0.0049,15.548,0.343
Unimech Aerospace and Manufacturing Limited,UNIMECH.NS,58.809826,15.67,,16.073,0.009
Union Bank of India,UNIONBANK.NS,6.1997523,24.23,0.15831,,-0.018
Uniparts India Limited,UNIPARTS.NS,18.80841,25.68,0.12875,13.13,0.147
United Spirits Limited,UNITDSPR.NS,61.996525,23.04,0.20406,4.898,0.116
Unitech Limited,UNITECH.NS,,-7.84,,,0.889
United Polyfab Gujarat Limited,UNITEDPOLY.NS,,-2.44,0.21374,89.939,0.167
The United Nilgiri Tea Estates Company Limited,UNITEDTEA.NS,10.77374,42.65,0.095419995,,-0.154
Univastu India Limited,UNIVASTU.NS,23.532421,2.93,0.23806,43.706,0.14
Universal Cables Limited,UNIVCABLES.NS,20.914589,42.15,0.07914,54.171,0.276
Universus Photo Imagings Limited,UNIVPHOTO.NS,,-139.78,-0.15931,,-0.128
UNO Minda Limited,UNOMINDA.NS,66.915794,19.0,0.19128,43.136,0.134
UPL Limited,UPL.NS,29.817026,25.96,0.06831,79.613,0.084
Uravi Defence and Technology Limited,URAVIDEF.NS,109.245,2.0,0.04685,45.279,0.086
Urban Company Limited,URBANCO.NS,104.390236,1.23,,6.017,0.371
Urja Global Limited,URJA.NS,366.6667,0.03,0.01095,23.646,-0.205
Usha Martin Limited,USHAMART.NS,31.997833,13.84,0.15207,8.912,0.018
Udayshivakumar Infra Limited,USK.NS,,-1.98,-0.06968,39.287,-0.245
UTI Asset Management Company Limited,UTIAMC.NS,24.598732,45.73,0.13337,3.024,-0.223
Utkarsh Small Finance Bank Limited,UTKARSHBNK.NS,,-5.81,-0.27289,,
Fujiyama Power Systems Limited,UTLSOLAR.NS,146.41496,1.47,,138.421,0.574
Uttam Sugar Mills Limited,UTTAMSUGAR.NS,8.684834,29.54,0.14299,34.457,0.451
U. Y. Fincorp Limited,UYFINCORP.NS,15.769231,0.91,0.05144,1.149,-0.394
V2 Retail Limited,V2RETAIL.NS,83.12674,28.72,0.29463,339.244,0.865
Vadilal Industries Limited,VADILALIND.NS,26.694847,186.89,0.18611,25.978,0.159
Vaibhav Global Limited,VAIBHAVGBL.NS,21.633518,10.86,0.13363,15.726,0.102
Vaishali Pharma Limited,VAISHALI.NS,147.16667,0.06,-0.00569,23.153,0.609
Vakrangee Limited,VAKRANGEE.NS,87.33333,0.09,0.04699,1.919,0.059
Valiant Laboratories Limited,VALIANTLAB.NS,333.04544,0.22,0.01847,16.944,1.151
Valiant Organics Limited,VALIANTORG.NS,32.862274,8.35,0.032309998,31.902,-0.018
Vardhman Acrylics Limited,VARDHACRLC.NS,29.96063,1.27,0.043920003,,0.266
Vardhman Polytex Limited,VARDMNPOLY.NS,6.6458335,0.96,,,-0.042
Varroc Engineering Limited,VARROC.NS,66.38554,9.13,0.08834,53.145,0.061
Vascon Engineers Limited,VASCONEQ.NS,7.1912227,6.38,0.13448,24.443,0.129
Vaswani Industries Limited,VASWANI.NS,18.141142,3.33,0.0759,174.83,-0.168
Varun Beverages Limited,VBL.NS,55.246,8.74,,11.554,0.019
Vaxtex Cotfab Limited,VCL.NS,34.5,0.06,-0.03985,63.082,
Vedanta Limited,VEDL.NS,19.696821,30.51,0.35051998,190.255,0.055
Veedol Corporation Limited,VEEDOL.NS,15.103223,110.44,0.203,2.144,0.069
Venky's (India) Limited,VENKEYS.NS,90.98955,16.27,0.01588,13.056,0.034
Ventive Hospitality Limited,VENTIVE.NS,73.067955,9.86,,42.178,0.897
Venus Pipes & Tubes Limited,VENUSPIPES.NS,25.622784,45.12,0.16956,42.716,0.273
Venus Remedies Limited,VENUSREM.NS,14.984788,52.59,0.12917,2.42,0.151
Veranda Learning Solutions Limited,VERANDA.NS,,-15.72,-0.16093001,42.052,-0.086
Vertoz Limited,VERTOZ.NS,16.581657,4.47,0.13396,8.016,0.135
Vesuvius India Limited,VESUVIUS.NS,40.14571,12.01,,,0.258
Veto Switchgears And Cables Limited,VETO.NS,10.430644,11.03,0.07655,5.817,0.195
VARVEE GLOBAL LIMITED,VGL.NS,16.440582,8.92,0.31074,27.428,0.798
V-Guard Industries Limited,VGUARD.NS,49.5764,6.61,0.14097999,6.884,0.036
Vardhman Holdings Limited,VHL.NS,4.697188,765.16,0.06745,,-0.591
Viceroy Hotels Limited,VHLTD.NS,54.41636,2.69,0.08441,20.112,-0.047
Vidhi Specialty Food Ingredients Limited,VIDHIING.NS,35.98643,9.58,0.16007,19.505,-0.178
Vidya Wires Limited,VIDYAWIRES.NS,26.588541,1.92,,99.197,0.017
Vijaya Diagnostic Centre Limited,VIJAYA.NS,70.26477,14.73,0.19088,42.224,0.102
Viji Finance Limited,VIJIFIN.NS,Infinity,0.0,0.0023100001,55.097,-0.036
Vikas EcoTech Limited,VIKASECO.NS,35.6,0.05,0.01664,9.468,-0.275
Vikas Lifecare Limited,VIKASLIFE.NS,,-0.08,,14.385,0.003
Vikram Solar Limited,VIKRAMSOLR.NS,24.005848,10.26,,8.898,0.937
Vikran Engineering Limited,VIKRAN.NS,30.16467,3.34,,27.396,0.107
Vimta Labs Limited,VIMTALABS.NS,36.810238,16.6,0.19667,1.632,0.202
Vinati Organics Limited,VINATIORGA.NS,37.766155,42.08,0.15816,,-0.006
Vintage Coffee And Beverages Limited,VINCOFE.NS,34.857788,4.43,0.15111,16.989,0.895
Vindhya Telelinks Limited,VINDHYATEL.NS,6.270487,225.15,0.06363,32.942,0.008
Vineet Laboratories Limited,VINEETLAB.NS,,-15.22,-0.74232,300.832,-0.09
Vinny Overseas Limited,VINNY.NS,9.769231,0.13,0.060960002,16.674,-0.211
Vinyl Chemicals (India) Limited,VINYLINDIA.NS,22.556286,10.66,0.16653,0.405,0.01
VIP Clothing Limited,VIPCLOTHNG.NS,32.020405,0.98,0.04912,40.011,0.115
VIP Industries Limited,VIPIND.NS,,-13.79,-0.35251,167.839,-0.253
Vipul Limited,VIPULLTD.NS,,-1.85,-0.061979998,19.491,-0.494
Virinchi Limited,VIRINCHI.NS,,-1.34,-0.029860001,64.151,-0.168
Visaka Industries Limited,VISAKAIND.NS,13.222426,5.44,0.06159,53.394,0.054
Visa Steel Limited,VISASTEEL.NS,,-45.02,,,-0.496
Vishnu Chemicals Limited,VISHNU.NS,26.376848,20.99,0.1573,41.813,0.167
Vishwaraj Sugar Industries Limited,VISHWARAJ.NS,,-1.36,-0.10869,123.11,-0.407
Visagar Polytex Limited,VIVIDHA.NS,,-0.06,-1.5676199,2622.617,
Vivimed Labs Limited,VIVIMEDLAB.NS,,-2.93,,,-0.16
VL E-Governance & IT Solutions Limited,VLEGOV.NS,,-236.53,,,-0.593
VLS Finance Limited,VLSFINANCE.NS,,-5.62,,0.001,-0.866
V-Mart Retail Limited,VMART.NS,51.295143,14.4,0.14791,94.737,0.221
Vishal Mega Mart Limited,VMM.NS,86.7898,1.57,0.115059994,27.12,0.224
VMS TMT Limited,VMSTMT.NS,17.138264,3.11,0.25761,128.794,
Voltamp Transformers Limited,VOLTAMP.NS,23.932978,324.97,0.21463,0.082,0.213
Voltas Limited,VOLTAS.NS,83.19879,16.6,0.08477,27.449,-0.104
Vishnu Prakash R Punglia Limited,VPRPL.NS,23.87805,2.46,0.039690003,90.698,-0.117
Vraj Iron and Steel Limited,VRAJ.NS,12.5576725,9.97,0.08489,6.498,0.519
VRL Logistics Limited,VRLLOG.NS,19.812733,13.35,0.22352,101.073,0.002
Vardhman Special Steels Limited,VSSL.NS,25.338755,11.07,0.09741,6.413,-0.126
VST Industries Limited,VSTIND.NS,14.264623,17.95,0.25370002,,-0.066
Vibhor Steel Tubes Limited,VSTL.NS,20.250381,6.55,0.06664,100.907,0.193
V.S.T Tillers Tractors Limited,VSTTILLERS.NS,53.919598,109.45,0.093439996,0.173,0.112
Vardhman Textiles Limited,VTL.NS,15.08609,29.62,0.08565,14.465,-0.009
Waaree Energies Limited,WAAREEENER.NS,32.42895,93.95,0.33703,25.128,0.697
Indosolar Limited,WAAREEINDO.NS,10.1237335,51.32,2.2037601,1.522,6.194
Waaree Renewable Technologies Limited,WAAREERTL.NS,28.80477,33.55,0.71734,12.31,0.477
VA Tech Wabag Limited,WABAG.NS,25.33491,50.76,0.14894,10.322,0.192
Wakefit Innovations Limited,WAKEFIT.NS,,-1.07,-0.06579,49.699,
Walchandnagar Industries Limited,WALCHANNAG.NS,,-15.72,-0.27368,55.731,-0.237
Wanbury Limited,WANBURY.NS,15.694722,14.97,0.68705004,182.866,-0.007
Western Carriers (India) Limited,WCIL.NS,27.67048,4.37,0.05584,22.782,0.019
Wealth First Portfolio Managers Limited,WEALTH.NS,31.531157,30.01,0.21679,,-0.118
Websol Energy System Limited,WEBELSOLAR.NS,20.027485,4.73,0.70137,40.716,0.172
Weizmann Limited,WEIZMANIND.NS,,-1.9,-0.0535,11.861,0.141
Wonder Electricals Limited,WEL.NS,113.08888,1.35,0.18945,91.622,-0.265
Welspun Corp Limited,WELCORP.NS,9.83305,82.06,0.29615998,18.258,0.325
Welspun Enterprises Limited,WELENT.NS,18.986486,26.64,0.14705,67.637,-0.006
Welspun Investments and Commercials Limited,WELINV.NS,147.40416,9.13,0.0046900003,,0.005
Welspun Living Limited,WELSPUNLIV.NS,35.733154,3.71,0.07546,54.975,-0.15
Wendt (India) Limited,WENDT.NS,57.74949,137.88,0.1154,0.117,0.017
WESTLIFE FOODWORLD LIMITED,WESTLIFE.NS,224.60742,2.42,0.061539996,266.799,0.036
WE WIN LIMITED,WEWIN.NS,14.298078,3.12,0.11007,30.051,0.018
WeWork India Management Limited,WEWORK.NS,56.31579,10.64,,2378.742,0.252
Wheels India Limited,WHEELS.NS,16.924665,50.84,0.13633001,75.506,0.074
Whirlpool of India Limited,WHIRLPOOL.NS,32.90369,27.62,0.088599995,6.334,-0.038
Williamson Magor & Company Limited,WILLAMAGOR.NS,,-0.27,,,-0.029
Windlas Biotech Limited,WINDLAS.NS,25.097637,31.75,0.13393,5.843,0.189
Windsor Machines Limited,WINDMACHIN.NS,41.842506,6.54,0.06522,5.437,1.311
Winsome Yarns Limited,WINSOME.NS,,-2.46,,,0.878
The Western India Plywoods Limited,WIPL.NS,57.653847,2.6,0.049629997,44.281,-0.038
Wipro Limited,WIPRO.NS,20.739874,12.84,0.16108999,18.738,0.018
Wockhardt Limited,WOCKPHARMA.NS,,-1.29,-0.011879999,50.369,-0.033
Wonderla Holidays Limited,WONDERLA.NS,39.597027,12.78,0.05619,0.304,0.19
Worth Peripherals Limited,WORTHPERI.NS,13.081105,10.85,0.104540005,9.589,0.103
W S Industries (I) Limited,WSI.NS,,-4.17,-0.1102,43.646,-0.613
