Date,Close_Final
2010-01-04 00:00:00+05:30,48.50944519042969
2010-01-05 00:00:00+05:30,49.22322463989258
2010-01-06 00:00:00+05:30,48.52751541137695
2010-01-07 00:00:00+05:30,47.705322265625
2010-01-08 00:00:00+05:30,47.47944259643555
2010-01-11 00:00:00+05:30,48.35585403442383
2010-01-12 00:00:00+05:30,47.54269027709961
2010-01-13 00:00:00+05:30,47.44330596923828
2010-01-14 00:00:00+05:30,48.62690353393555
2010-01-15 00:00:00+05:30,48.265499114990234
2010-01-18 00:00:00+05:30,49.20514678955078
2010-01-19 00:00:00+05:30,51.31936264038086
2010-01-20 00:00:00+05:30,49.36777877807617
2010-01-21 00:00:00+05:30,47.831817626953125
2010-01-22 00:00:00+05:30,46.846988677978516
2010-01-25 00:00:00+05:30,44.41654968261719
2010-01-27 00:00:00+05:30,42.618560791015625
2010-01-28 00:00:00+05:30,44.353302001953125
2010-01-29 00:00:00+05:30,45.03996276855469
2010-02-01 00:00:00+05:30,45.73567581176758
2010-02-02 00:00:00+05:30,43.97382354736328
2010-02-03 00:00:00+05:30,45.26584243774414
2010-02-04 00:00:00+05:30,43.85637283325195
2010-02-05 00:00:00+05:30,43.241981506347656
2010-02-08 00:00:00+05:30,43.08838653564453
2010-02-09 00:00:00+05:30,42.97997283935547
2010-02-10 00:00:00+05:30,42.03127670288086
2010-02-11 00:00:00+05:30,42.89864730834961
2010-02-15 00:00:00+05:30,42.329444885253906
2010-02-16 00:00:00+05:30,43.36847686767578
2010-02-17 00:00:00+05:30,43.70277404785156
2010-02-18 00:00:00+05:30,42.645668029785156
2010-02-19 00:00:00+05:30,41.44399642944336
2010-02-22 00:00:00+05:30,42.38365173339844
2010-02-23 00:00:00+05:30,42.67277526855469
2010-02-24 00:00:00+05:30,41.706016540527344
2010-02-25 00:00:00+05:30,40.612770080566406
2010-02-26 00:00:00+05:30,42.754085540771484
2010-03-02 00:00:00+05:30,44.29005432128906
2010-03-03 00:00:00+05:30,45.12128448486328
2010-03-04 00:00:00+05:30,45.9886589050293
2010-03-05 00:00:00+05:30,45.46461868286133
2010-03-08 00:00:00+05:30,45.89830017089844
2010-03-09 00:00:00+05:30,45.02190399169922
2010-03-10 00:00:00+05:30,44.87733459472656
2010-03-11 00:00:00+05:30,45.500762939453125
2010-03-12 00:00:00+05:30,45.853126525878906
2010-03-15 00:00:00+05:30,44.91347885131836
