Date,Close_Final
2010-01-04 00:00:00+05:30,222.17857360839844
2010-01-05 00:00:00+05:30,222.9226531982422
2010-01-06 00:00:00+05:30,219.66983032226562
2010-01-07 00:00:00+05:30,214.73318481445312
2010-01-08 00:00:00+05:30,209.55844116210938
2010-01-11 00:00:00+05:30,211.72271728515625
2010-01-12 00:00:00+05:30,219.99720764160156
2010-01-13 00:00:00+05:30,228.2079620361328
2010-01-14 00:00:00+05:30,228.7394561767578
2010-01-15 00:00:00+05:30,227.5531768798828
2010-01-18 00:00:00+05:30,228.47586059570312
2010-01-19 00:00:00+05:30,224.1599578857422
2010-01-20 00:00:00+05:30,226.01397705078125
2010-01-21 00:00:00+05:30,223.25003051757812
2010-01-22 00:00:00+05:30,219.031982421875
2010-01-25 00:00:00+05:30,216.20013427734375
2010-01-27 00:00:00+05:30,212.79425048828125
2010-01-28 00:00:00+05:30,211.90133666992188
2010-01-29 00:00:00+05:30,210.51942443847656
2010-02-01 00:00:00+05:30,208.45712280273438
2010-02-02 00:00:00+05:30,207.49615478515625
2010-02-03 00:00:00+05:30,210.3238525390625
2010-02-04 00:00:00+05:30,206.56922912597656
2010-02-05 00:00:00+05:30,200.07630920410156
2010-02-08 00:00:00+05:30,204.4049072265625
2010-02-09 00:00:00+05:30,210.374755859375
2010-02-10 00:00:00+05:30,209.79234313964844
2010-02-11 00:00:00+05:30,212.47113037109375
2010-02-15 00:00:00+05:30,212.48806762695312
2010-02-16 00:00:00+05:30,216.1278839111328
2010-02-17 00:00:00+05:30,214.1888427734375
2010-02-18 00:00:00+05:30,215.46449279785156
2010-02-19 00:00:00+05:30,215.3582763671875
2010-02-22 00:00:00+05:30,218.41552734375
2010-02-23 00:00:00+05:30,219.51678466796875
2010-02-24 00:00:00+05:30,219.09156799316406
2010-02-25 00:00:00+05:30,222.58248901367188
2010-02-26 00:00:00+05:30,221.2728729248047
2010-03-02 00:00:00+05:30,224.5936737060547
2010-03-03 00:00:00+05:30,226.74098205566406
2010-03-04 00:00:00+05:30,223.1310272216797
2010-03-05 00:00:00+05:30,224.14303588867188
2010-03-08 00:00:00+05:30,226.1712188720703
2010-03-09 00:00:00+05:30,228.24623107910156
2010-03-10 00:00:00+05:30,226.14566040039062
2010-03-11 00:00:00+05:30,228.1612091064453
2010-03-12 00:00:00+05:30,227.33631896972656
2010-03-15 00:00:00+05:30,229.71746826171875
2010-03-16 00:00:00+05:30,232.3622283935547
2010-03-17 00:00:00+05:30,232.8682403564453
2010-03-18 00:00:00+05:30,237.06080627441406
2010-03-19 00:00:00+05:30,235.76390075683594
2010-03-22 00:00:00+05:30,234.49249267578125
2010-03-23 00:00:00+05:30,236.03172302246094
2010-03-25 00:00:00+05:30,239.3016357421875
2010-03-26 00:00:00+05:30,235.97650146484375
2010-03-29 00:00:00+05:30,231.02706909179688
2010-03-30 00:00:00+05:30,224.8572998046875
2010-03-31 00:00:00+05:30,222.4634552001953
2010-04-01 00:00:00+05:30,227.0981903076172
2010-04-05 00:00:00+05:30,227.73599243164062
2010-04-06 00:00:00+05:30,225.46539306640625
2010-04-07 00:00:00+05:30,224.82757568359375
2010-04-08 00:00:00+05:30,226.52845764160156
2010-04-09 00:00:00+05:30,227.58717346191406
2010-04-12 00:00:00+05:30,228.17391967773438
2010-04-13 00:00:00+05:30,236.57598876953125
2010-04-15 00:00:00+05:30,238.2512664794922
2010-04-16 00:00:00+05:30,237.14578247070312
2010-04-19 00:00:00+05:30,234.02484130859375
2010-04-20 00:00:00+05:30,231.93275451660156
2010-04-21 00:00:00+05:30,230.669921875
